userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
26879,OHX91NOT,Carly,Ray,New Bedford,YT,mauris.Integer@condimentum.ca,(536) 828-7464,,False,True,False,True,,False,False,,
26880,EVV01SVN,Fiona,Dyer,Sister Bay,NT,ipsum.primis@leo.org,(769) 932-5551,,False,,,False,,True,False,False,
26881,VAP73WFX,Grace,Grant,West Warwick,NC,enim.nisl@anteblanditviverra.edu,(415) 802-6416,False,False,,,,True,False,False,,True
26882,DZD90KNL,Luke,Conner,Columbia,ND,a.ultricies.adipiscing@nulla.com,(180) 145-8696,,,False,,True,,,False,False,
26883,CBI15WBC,Seth,Moss,Manitowoc,ME,Integer@Sedid.edu,(205) 315-2242,False,False,False,True,,,,False,True,True
26884,DNH46VRZ,Dustin,Wallace,La Puente,YT,ac.mi.eleifend@tempor.com,(255) 961-5974,,True,,True,True,False,True,,False,False
26885,JGS29XUW,Naida,Dorsey,Fort Dodge,NB,cursus@lobortisultricesVivamus.org,(561) 540-6377,,,,False,,,,True,,
26886,AVV53WER,Melinda,Weaver,Pomona,NU,porttitor@condimentum.org,(490) 733-3849,,True,False,True,False,True,,False,,True
26887,FXW93EIF,Malik,Evans,Fitchburg,QC,arcu.Vestibulum.ante@dictumaugue.com,(300) 917-5393,,,,True,False,,,,,
26888,ZNO86IKZ,Elijah,Rhodes,Glendale,IA,imperdiet.erat@non.org,(987) 100-2919,,False,True,,True,,False,,,True
26889,OSN57PVR,Pearl,Rivas,Arvada,OR,pretium.et@sedtortor.ca,(978) 861-2038,False,True,False,,,False,,,True,True
26890,MRO22TNJ,Ayanna,Hendrix,Grand Forks,MB,fringilla.mi.lacinia@Vivamussit.org,(611) 744-7323,,True,,,False,True,True,False,False,False
26891,BQJ70UOL,Barclay,Stephens,Orangeburg,NY,massa.lobortis@nuncullamcorpereu.com,(332) 291-1375,True,False,,,,True,,,,False
26892,IFS41VPN,Kenyon,Christian,Jordan Valley,RI,ipsum.leo.elementum@malesuadavel.edu,(709) 433-7257,,,False,,False,,False,,,
26893,REH04RUS,Charles,Lee,Ruston,BC,Praesent.eu.nulla@sollicitudinadipiscing.com,(536) 888-2102,,,True,,True,,True,,,False
26894,KGA21WMG,Wanda,Oneal,Mesa,NT,tortor@arcu.edu,(714) 292-6426,,True,,,False,,False,False,,True
26895,HTC46JBD,Mary,Oconnor,Lincoln,NB,et.arcu.imperdiet@utlacusNulla.ca,(882) 472-9775,,,,False,True,,True,,False,
26896,CAV47CKL,Tanek,Whitehead,Reno,SD,non.nisi.Aenean@Morbiaccumsan.com,(354) 632-0193,,,False,,False,,False,,,True
26897,WBC44IOP,Emily,Wade,Uniontown,QC,Cum@faucibusid.org,(899) 261-1337,True,False,,,True,True,True,,,
26898,HHY49BOI,Hannah,Fletcher,Colorado Springs,NL,Vivamus.nibh@pedeCras.org,(451) 201-2747,,,,,True,,,True,,
26899,TXW99AFS,Jakeem,Valenzuela,Rutland,SK,diam@dignissimpharetra.com,(255) 177-0374,,False,,,,,False,,,True
26900,XFI99AAF,Sade,Jarvis,Walla Walla,ND,fermentum.risus@ullamcorper.edu,(474) 545-6304,,,,,,False,,True,,False
26901,LRW90LQL,Kameko,Bailey,Kent,KY,at.iaculis@convallisligulaDonec.ca,(287) 512-3143,,True,True,,,,,,,
26902,IFB73HDN,Rana,Hull,Milford,PE,euismod.ac@ultrices.com,(346) 953-3174,,False,False,,False,,False,False,,
26903,WMH89RED,Hope,Morgan,Oil City,NT,amet.consectetuer@eueuismod.org,(318) 501-0356,,False,,,,,,,True,False
26904,YRB46GLB,Rana,Bauer,Lower Burrell,YT,metus.Aliquam@erosnon.com,(415) 111-1768,,True,,,False,False,False,False,,False
26905,JCB42EPZ,Sonia,Hines,Delta Junction,QC,tincidunt.neque.vitae@metuseuerat.edu,(407) 600-2412,,,,True,True,,,,True,
26906,GKL84LCV,Kieran,Gallegos,Denver,VA,nunc.id.enim@disparturient.com,(235) 187-1139,,False,,False,,,False,,,
26907,PJH62ASI,Frances,Morrison,San Rafael,TN,Duis.volutpat.nunc@Proinnonmassa.edu,(904) 358-3918,,,,,True,,False,,,
26908,HGO68LZU,Kylee,Roman,Sedalia,NS,facilisi.Sed.neque@volutpatnuncsit.ca,(833) 525-9862,,,,False,False,True,False,False,,
26909,PRP19DCU,Paloma,Gilbert,South Portland,NT,non.vestibulum.nec@porttitor.edu,(279) 940-8937,,False,,,False,False,,False,True,True
26910,BJT98UXT,Brenda,Mccullough,West Valley City,VT,ultricies.dignissim.lacus@egetmetusIn.ca,(308) 755-3722,,True,,False,,False,,,True,
26911,EMS90HHT,Lacey,Lester,Cedar Rapids,TN,cursus.non@augueac.com,(990) 346-4763,,False,,True,,,False,,,False
26912,WMN19FQQ,Talon,Allison,Riverton,NS,ullamcorper.Duis.at@tristiquepharetraQuisque.ca,(340) 721-1640,,False,,True,,True,,,,
26913,LOE18JIL,Paula,Hogan,Minot,ON,et@dignissimpharetraNam.com,(920) 923-1063,,True,,,False,True,False,True,False,True
26914,LTZ39INA,Allegra,Travis,Butler,OR,tempus.mauris.erat@odioAliquam.edu,(419) 880-6671,,True,True,,False,,False,True,False,True
26915,OAV48YBO,Nell,Chapman,Redding,OK,in@utsem.edu,(523) 513-3925,False,True,True,True,,True,,False,,
26916,RPK17VOS,Alexander,Brock,Lake Forest,MB,Donec@lacusQuisquepurus.com,(260) 265-7759,,False,False,False,,,,False,,
26917,AVU14HYE,Sopoline,Tyler,Ephraim,NV,neque.vitae@felisDonec.ca,(642) 349-2630,False,True,,,,,True,False,,True
26918,RCC95BFG,Ignacia,Flowers,Clemson,ME,ullamcorper.Duis@elit.ca,(568) 124-7457,,,,,,False,,,False,True
26919,RFN74AMX,Lani,Delgado,Arlington,YT,a.scelerisque@Quisqueliberolacus.org,(185) 228-3175,,True,,,,False,False,,,False
26920,MPR68NAA,Devin,Mathews,Olean,SC,felis.eget.varius@loremsitamet.com,(120) 375-7692,,,,,False,,,,True,True
26921,ZTC25PBF,Keith,Franks,Oneida,AZ,dui@sitametrisus.ca,(699) 317-3032,,,,,,True,,,,False
26922,SYE91YHD,Ezekiel,Lawrence,Phenix City,ON,ligula@aaliquetvel.org,(975) 684-0381,,,False,,,False,,,False,
26923,YFW51IOL,Brady,Park,Plymouth,NV,Nullam.lobortis@non.com,(710) 823-0590,,,False,,False,True,False,,True,False
26924,KUF20PIQ,Joshua,Holman,Pembroke Pines,MN,egestas.a.scelerisque@ipsumnon.edu,(250) 724-1318,,True,,,,,,,False,
26925,QTZ39KLG,Kylan,Dorsey,El Cerrito,SK,Nunc.sollicitudin@pedenecante.ca,(430) 667-7752,True,False,,True,False,False,,,,
26926,OUB14VXF,Fuller,Cantu,Chicopee,AL,nonummy@nonnisi.ca,(447) 670-8630,,False,False,,True,True,,True,False,True
26927,NEO19PZP,Travis,Woodard,Oneida,NV,Morbi.vehicula.Pellentesque@etnuncQuisque.ca,(446) 284-6447,,,,,False,,True,,,
26928,JRU45GEZ,Nehru,Wall,Chino Hills,GA,suscipit.est.ac@vitaeposuereat.ca,(853) 412-5444,True,,,True,False,,,False,,
26929,HWO60VFO,Dillon,Patrick,Eau Claire,NH,Aliquam@montesnascetur.com,(589) 515-1186,,,False,,True,False,False,True,,
26930,WEJ32YNL,Piper,Bush,Tampa,QC,aliquet.metus@velitjusto.com,(569) 720-5809,,,,True,,True,,,,True
26931,ELV86WKM,Tatum,Gibbs,New Iberia,CO,Sed@Fuscealiquet.ca,(667) 595-6893,True,,,,,,False,False,False,
26932,VTD37QZP,Lunea,Farley,College Station,NT,est@necmaurisblandit.ca,(191) 773-4786,,False,False,,,,,,,False
26933,IRD04NOF,Haley,Duncan,Buffalo,RI,malesuada@a.com,(385) 594-9142,True,True,True,,,,,,False,
26934,PFV01GZH,Neil,Dalton,Carson City,PA,tincidunt.neque.vitae@Quisqueornare.org,(740) 152-0813,,,,False,False,,,False,,
26935,AMC00JCW,Joshua,Johns,Bandon,YT,est@arcuacorci.org,(897) 728-3426,,,False,True,False,,,,,
26936,FZM92HIS,Kelly,Valenzuela,Eden Prairie,QC,Duis@Phasellusnulla.ca,(400) 427-8583,True,False,True,,True,True,False,,,False
26937,XUK30EFP,Amena,Logan,Des Moines,CO,faucibus.id@Suspendissenon.com,(372) 145-1296,,True,True,False,,True,True,,,
26938,IWB33ONO,Kaden,Combs,Madison,QC,vestibulum.lorem@magnis.ca,(424) 971-4854,True,False,,,True,False,,,,
26939,XIM80QHY,Castor,Ross,Sunnyvale,NJ,Proin.dolor.Nulla@euismodindolor.com,(542) 779-2527,,True,False,,True,True,,,False,
26940,VPS53QTY,Steven,Jacobson,Methuen,CA,Ut.tincidunt.orci@estNunc.com,(400) 312-7310,,,,False,,True,True,,,
26941,KLS66YJY,Britanney,Hardin,Huntington Beach,PE,dolor@necanteMaecenas.ca,(374) 371-6646,,True,False,False,,,True,True,,False
26942,FHL40ODS,Zeph,Robles,San Luis Obispo,BC,magna.sed.dui@velitegestas.com,(668) 124-0979,,False,True,True,True,False,False,True,False,False
26943,QID76PTN,Gregory,Padilla,Aguadilla,TN,magna.Phasellus@Nuncmauris.edu,(116) 409-0970,,False,,False,,False,,True,,False
26944,OCY91XZE,Maxwell,Bates,Sierra Madre,RI,Fusce.mollis.Duis@ametdapibus.com,(563) 681-4529,True,True,,,,,False,True,False,
26945,ORI15LPD,Nelle,Love,Plainfield,NB,sagittis.placerat.Cras@luctus.ca,(334) 207-8629,,,True,False,True,True,True,,,False
26946,RHV84OTA,Quon,Pickett,Ponce,YT,et.risus@Aliquameratvolutpat.edu,(999) 687-7610,True,False,False,False,,,False,,,
26947,XKH53BGY,Cole,Garrett,Leominster,PE,neque@loremeget.edu,(952) 905-0180,,True,,True,,,,,True,
26948,RYE60TSD,Leigh,Robles,Pittsburgh,PA,egestas@velconvallisin.ca,(260) 812-8606,,,False,True,,,,True,,False
26949,QEM43SJZ,Raya,Wolfe,Bellflower,QC,primis@et.ca,(363) 295-7602,,,,True,False,True,,False,,
26950,FAM40CEQ,Brian,Hill,Sanford,NU,nec.ante@Crasloremlorem.com,(470) 100-8327,,True,,True,,,False,,False,False
26951,OGM62ONQ,Sebastian,Fowler,Houma,NB,egestas@Integer.com,(523) 797-0272,,,,,True,,,False,,
26952,YTZ66SSY,Holly,Vargas,Port St. Lucie,ND,facilisis@dictum.ca,(911) 236-7692,,True,True,,True,,,,,
26953,YNH18YWO,Stephanie,Bradshaw,Provo,IL,quam.quis.diam@a.org,(889) 191-1121,,,,False,,,False,True,False,False
26954,XUC07FDW,Jared,Erickson,Hot Springs,QC,nulla.Donec@malesuada.org,(759) 934-6297,,False,True,,True,,False,,,
26955,MTS31DCJ,Avram,Shelton,Mesquite,MO,enim@orci.ca,(859) 823-3430,,,True,False,False,False,,,,
26956,EUJ00TJK,Bryar,Hess,Barrow,NB,sem@et.ca,(907) 421-4757,True,False,True,,,False,True,True,True,False
26957,RTG00JOU,Winter,Farmer,Ruston,FL,Proin@orci.com,(561) 727-4831,True,,False,,,True,,,,
26958,CXO81IGY,Nerea,Hess,Kahului,ID,ipsum.leo.elementum@acipsumPhasellus.org,(963) 702-0827,,False,True,True,False,,True,,True,False
26959,YJR74YVG,Colt,Lynn,Enfield,YT,habitant@consequat.edu,(103) 589-5464,,True,,False,,True,True,True,,False
26960,XTJ36IWA,Ainsley,Haley,Christiansted,TN,Ut.nec.urna@convallisante.edu,(935) 415-0159,True,True,,,,,,,,False
26961,SXW10JEF,Tate,Bowers,Bethany,VA,Donec@justoPraesentluctus.edu,(376) 708-8116,,False,,True,True,False,,False,True,True
26962,YSN68KNZ,Leila,Carpenter,Pulaski,AB,Maecenas.mi@nulla.org,(172) 188-7264,,False,,,True,False,,False,,True
26963,WLX83UPO,Hilel,Alford,Racine,LA,iaculis.aliquet.diam@pede.ca,(135) 436-2870,True,False,False,,False,,,,,False
26964,OXO93FFE,Vera,Fischer,Poughkeepsie,ID,orci.Donec@Praesent.org,(809) 537-6692,,,False,True,True,,,,False,
26965,AED45XEG,Tara,Hernandez,Lincoln,GA,odio.auctor@conubia.ca,(892) 297-2534,,True,False,,False,,,True,True,
26966,UAU90NHO,Samson,Pacheco,Cranston,NB,adipiscing.elit.Curabitur@Proinvel.edu,(175) 302-0790,True,False,True,False,,True,True,True,False,
26967,FVO48UOQ,Noble,Mcfarland,Kent,MB,vel.sapien@a.com,(502) 291-8709,False,True,True,,,True,,True,,
26968,PHB72EOY,Daquan,Kane,Santa Monica,NL,arcu.Vestibulum.ante@Nullam.com,(251) 782-6776,,,,True,False,,,False,True,False
26969,YFK61SIX,Isabelle,Zamora,Weirton,AB,lectus.pede@facilisisnonbibendum.ca,(449) 687-4062,False,False,False,,True,,True,,False,True
26970,JBT08LMY,Bethany,Ramos,Pico Rivera,WY,ut.dolor@sitametdapibus.edu,(704) 659-8788,,,,True,,,False,False,,False
26971,ZXX54WKF,Nasim,Cross,Milwaukee,ME,augue.malesuada@mi.edu,(415) 309-7420,,,True,False,False,,,,,
26972,ANY26YBC,Christopher,Britt,Homer,CT,pede.blandit@nulla.org,(349) 785-1967,,False,,False,False,,,True,,True
26973,BGT71IXC,Addison,Payne,Helena,AB,pretium@consectetueradipiscing.org,(218) 122-6934,,,,,,True,,False,,
26974,SMQ87WLQ,Chadwick,Walsh,Huntington,NL,Lorem@nonbibendum.edu,(969) 693-4249,,,True,True,,True,,,,False
26975,WKC43NXP,Wade,Torres,Dubuque,BC,nonummy.ipsum.non@aliquet.edu,(729) 633-8748,,True,,,False,,,,True,True
26976,IYS83BUB,Kiona,Mendoza,Marlborough,MB,magnis.dis.parturient@ornarelibero.org,(456) 482-7093,True,False,False,,,True,,,True,False
26977,YAC28IBY,Dominique,Horne,Ogden,YT,vitae.erat@Duisa.edu,(470) 104-0226,True,True,True,,False,,,True,,False
26978,JIL43VMO,Austin,Cameron,Fort Dodge,QC,in.hendrerit@laciniaSedcongue.org,(418) 654-1260,False,,False,,False,,,,False,False
26979,LRE02PFM,Denton,Ford,East Hartford,NB,sit.amet.nulla@pulvinararcuet.ca,(744) 156-4345,True,True,,,,False,,True,True,True
26980,JGG48XVF,Emery,Good,Bay St. Louis,KS,et.lacinia.vitae@diamSed.org,(610) 113-9825,,False,,,True,,True,False,,True
26981,QXU70EQX,Ian,Christian,Natchez,AZ,pede.Cum.sociis@non.com,(368) 316-9579,,,,,,,,,True,
26982,YXV20MGR,Echo,Dawson,Ansonia,PE,ut@nequeIn.edu,(733) 575-8904,,,False,,True,,,,,False
26983,LIR90GSY,Forrest,Clay,Chino Hills,NL,Curae;@semmagna.edu,(432) 372-4232,,False,True,False,True,,,,,
26984,YRR24XTS,Ethan,Wilkins,Winston-Salem,NM,augue.ac@arcu.com,(709) 449-4020,,,,,,False,True,False,True,
26985,PFF06FNS,Jelani,Lee,Beckley,BC,Vestibulum.ante@velitegestas.org,(736) 992-6905,,,,True,False,,,True,False,False
26986,DWW07DTS,Caleb,Gibbs,Santa Barbara,NT,Suspendisse.sagittis.Nullam@Phasellus.org,(777) 415-2906,,,False,,False,True,False,True,,
26987,MFN93CEG,Cameran,Salazar,Plantation,NT,nunc.risus@Nullam.edu,(929) 514-2960,,True,,,,,True,False,,
26988,VJM34YPK,Maile,Mccarty,Plantation,AB,tempor@odio.edu,(224) 894-6186,,True,False,False,,False,,,False,True
26989,NVC37PCW,Joel,Owens,Baton Rouge,DE,sem.elit.pharetra@bibendumsed.com,(183) 223-4798,,,True,,True,True,True,,False,False
26990,BMI27SSL,Lillian,Maynard,Redondo Beach,WI,blandit.congue.In@sitametconsectetuer.org,(571) 328-6556,,True,False,True,False,,,,False,
26991,PTQ80MNN,Abel,Cruz,Oneonta,NS,ultricies.adipiscing@porttitorvulputate.org,(407) 938-3475,,,False,,False,False,True,False,False,
26992,RJU67RAD,Jacob,Lester,Monongahela,NY,metus.urna.convallis@cursusnonegestas.edu,(658) 945-5807,,,,False,,True,False,False,True,False
26993,DCW05JOL,Iris,Francis,McKeesport,NU,mollis.dui@eu.ca,(604) 587-1267,True,False,True,True,False,True,True,False,,
26994,JNS83MBQ,Bert,Scott,Lodi,PE,magna@odioAliquamvulputate.edu,(940) 535-0688,,True,,,False,False,,False,,
26995,NWO01CBW,Whoopi,Soto,West Hollywood,AK,et.malesuada.fames@malesuadafames.edu,(141) 257-7813,,,False,,,False,,False,False,
26996,JPE51ZIZ,Belle,Navarro,Eureka,QC,Cras.vehicula.aliquet@euarcuMorbi.com,(151) 380-0992,,False,,,False,,,False,,
26997,NWR87RWR,Levi,Chapman,Seattle,SD,convallis.convallis.dolor@lacusvarius.org,(317) 414-9163,,,False,True,False,True,True,,False,
26998,SLW05JZS,Aaron,Forbes,Cedarburg,BC,elit.elit.fermentum@elementumdui.com,(250) 625-7602,,,,,False,,False,,,True
26999,XNP57DGL,Colorado,Jacobson,Johnstown,MD,lectus.a@ametmetusAliquam.com,(626) 580-8336,,False,,False,,True,,,False,True
27000,XVQ46SHB,Allistair,Torres,Hot Springs,SK,sagittis.felis@consectetueradipiscingelit.ca,(986) 508-8741,,,True,True,True,False,False,False,False,
27001,LYC99XVS,Frances,Young,West Valley City,PE,dolor.dolor.tempus@faucibusidlibero.com,(741) 923-5399,,,,,,,False,,True,False
27002,SLO66XFA,Tamekah,Clements,Lakewood,NH,lectus.sit.amet@tellus.edu,(402) 454-4934,False,,True,,False,,,,True,True
27003,YPZ31LVC,Raven,Espinoza,Wheaton,NS,mi.enim.condimentum@Pellentesque.com,(386) 715-0426,,False,True,,False,,False,,False,
27004,PCV22IIS,Leigh,Wilkerson,Orem,ON,lectus.rutrum@erosturpisnon.edu,(842) 616-6640,True,False,False,False,False,,True,True,,False
27005,QGS24KXA,Serena,Walsh,Torrance,NE,in.consequat.enim@Donec.org,(108) 605-5783,,False,,,,,True,True,False,
27006,CIL73AGC,Simone,Mccarthy,Myrtle Beach,MB,nec@erosnon.org,(787) 852-7128,,False,False,,,True,,,True,
27007,JZF25NZP,Richard,Rush,York,OR,diam@nasceturridiculusmus.com,(189) 820-9875,,,,False,,False,,True,,
27008,RXM41MJA,Connor,Watson,Ashland,NT,eget.metus.In@Crasvulputate.edu,(751) 808-6693,True,True,,,True,True,,True,False,True
27009,EJE04ASA,Aidan,Barker,Rolling Hills Estates,NS,accumsan.convallis@Integer.com,(960) 876-7741,,True,,False,,,,,True,True
27010,RGW49OFS,Yetta,Hamilton,Dearborn,NT,vitae.nibh.Donec@ligulaelit.edu,(713) 835-2919,,True,,,False,True,False,True,False,
27011,YOD79RAX,Rooney,Watts,Lockport,QC,Aenean.sed.pede@vitae.ca,(766) 540-3255,True,,,,,,True,True,,False
27012,SKZ18AND,Maile,Blankenship,Rawlins,NJ,neque.non@lacinia.edu,(172) 560-3244,False,,,True,,False,True,,,False
27013,CPT62VBK,Eve,Irwin,Hollywood,NM,non@adipiscing.ca,(547) 602-6057,,,True,True,,,,,False,
27014,VNB45HBQ,Tad,Roy,Malden,YT,elementum.sem.vitae@MorbimetusVivamus.org,(827) 333-5599,,,,False,,,,False,True,True
27015,JVH62QGT,Kiayada,Crawford,Hannibal,WI,aliquam@ut.com,(534) 381-1096,,,True,,,,False,,,True
27016,ZEE20HKC,Dorothy,Bruce,Palos Verdes Estates,QC,tempor.lorem@atlacusQuisque.ca,(390) 172-3758,,False,,True,False,True,True,False,False,
27017,SKQ71WBY,Irma,Vaughan,Marlborough,PE,scelerisque@Nunc.com,(990) 578-2256,False,,,False,,,True,,False,False
27018,EVD76YYV,Jana,Merrill,Logan,AL,tempor@Etiamligulatortor.com,(174) 853-9401,,,,,True,False,,False,True,
27019,RAM55VNY,Sierra,Moreno,Durham,AB,pede@libero.ca,(724) 840-5970,,,,,True,,False,,,False
27020,CAR95RLM,Herman,Landry,New Rochelle,IL,blandit.mattis@telluseu.com,(137) 921-2556,,,True,,,True,True,False,,
27021,HWO21TMR,Deacon,Best,West Sacramento,YT,Cras.vehicula@est.com,(590) 459-1633,,True,False,,True,,False,,False,
27022,QLE00CFQ,Jarrod,Mathews,Pueblo,FL,Phasellus@sedpedenec.com,(537) 399-2953,,True,,False,False,False,False,False,,True
27023,GEI41GSD,Rogan,Brennan,Natchez,DE,augue@turpisvitae.org,(955) 356-2779,False,True,True,False,,,,,True,False
27024,PBX85NBH,Dorothy,Wilkinson,St. Marys,CT,dolor@Nullaeget.edu,(675) 380-4280,,False,False,True,False,False,True,,,True
27025,HNB53DBO,Akeem,Cardenas,El Monte,NL,Pellentesque.ultricies@mienim.ca,(934) 591-5652,,False,,,False,,False,,,False
27026,OWW07APM,Macy,Sears,West Jordan,KY,Cras.eu.tellus@mauris.org,(259) 310-4340,True,True,True,False,,,,False,False,
27027,IVI59JAJ,Shay,Ashley,Dunkirk,NH,nulla.at@Aliquamornare.com,(663) 587-4956,,,False,True,,True,,True,,True
27028,SSA25TTM,Denton,Hays,Pasadena,ME,fringilla.porttitor@aliquameuaccumsan.org,(151) 672-2464,,,,,,True,True,True,False,
27029,HOM92TFS,Heather,Mcleod,Brunswick,PE,Aliquam@semutcursus.edu,(147) 806-3055,,False,True,,True,True,,False,,
27030,WYM69EAA,Nigel,Mcintyre,Boulder City,MI,ornare.Fusce.mollis@dolorvitae.edu,(368) 181-9158,,True,,False,True,,,,False,
27031,IZT38XHB,Kaitlin,Burnett,Palo Alto,QC,Aliquam.adipiscing@sodalespurusin.org,(316) 931-3584,True,True,,,True,,False,False,True,False
27032,VWU81XET,Ocean,Melton,Ogden,LA,vel.est.tempor@porttitor.ca,(233) 606-4319,,False,False,True,True,,,,,
27033,NVI18YPE,August,Lancaster,Dearborn,NL,purus.Nullam@Vivamus.org,(100) 617-6290,True,False,False,,False,True,False,False,False,
27034,HLQ96KOX,Gloria,Mckee,Parker,NL,Quisque.ornare@cursuspurusNullam.com,(311) 282-1823,,True,False,False,,True,True,,True,
27035,GGE40LOZ,Nolan,Thomas,El Segundo,NU,ut@acurna.edu,(639) 698-7167,,,,,False,True,False,True,False,True
27036,UDS30OEE,Charity,Stuart,Helena,UT,sapien.molestie.orci@nonenim.com,(821) 685-4605,,False,True,,False,False,,,False,
27037,HHI91WKW,Thane,Wilson,Grambling,LA,vulputate@nondui.edu,(448) 654-5449,,True,,True,True,False,,,,False
27038,CGX68KGG,Sarah,Dudley,San Antonio,NE,lorem.tristique@ornareFusce.com,(599) 639-8905,,,,,,True,False,,,
27039,OIN27LAR,Jasper,Mack,Lafayette,GA,rutrum.justo@pulvinararcu.edu,(539) 403-8159,,True,True,,,,,,,False
27040,DBE51OKI,Basil,Hammond,Tulsa,VT,aliquet.metus.urna@Inat.com,(836) 641-8115,True,True,,,,False,,,True,True
27041,KHM97QVW,Rylee,Gillespie,San Dimas,AL,risus.In.mi@cursuspurusNullam.ca,(307) 646-8514,,True,False,,,False,,True,,False
27042,DVU72MPV,Maya,Barton,Frankfort,ON,orci@egestasligula.com,(933) 153-9458,,,False,False,,,,False,,False
27043,CET17CDF,Melvin,Walter,Littleton,UT,suscipit.est@est.ca,(392) 715-3555,,True,False,True,False,False,True,False,,False
27044,XTN69CAM,Mark,Mack,Taylorsville,NU,velit@Nuncpulvinararcu.ca,(246) 213-8465,,False,,False,,False,True,False,False,
27045,QOG87PSF,Erin,Cruz,Kennesaw,MB,nascetur.ridiculus.mus@turpis.ca,(734) 912-6190,,True,False,,True,,False,True,True,True
27046,NEY42ECK,Byron,Cannon,New Albany,ON,lacus.Aliquam@eratnequenon.org,(550) 641-2080,True,,,,True,,,True,,False
27047,BDB66EXR,Alvin,Walter,Macon,MT,tempor.arcu.Vestibulum@FuscemollisDuis.org,(689) 910-6951,,True,False,True,True,True,,,True,
27048,MDM43OBG,Blair,Crawford,Seaford,MD,sapien@idmollisnec.edu,(807) 429-3372,,True,,,,,,False,,False
27049,IPZ68ZBF,Plato,Good,San Antonio,AB,lorem.auctor.quis@Phasellusat.org,(861) 970-5210,,,False,,False,,,False,False,
27050,CVR05SNV,Tana,Lucas,North Las Vegas,NL,scelerisque.neque.sed@estmollis.ca,(922) 248-9473,False,,,True,True,False,False,True,,False
27051,VXK03GAU,Whilemina,Franks,Honolulu,OK,luctus@ligulaDonecluctus.edu,(726) 210-7626,,,True,,,True,,False,False,
27052,EKL35LDF,Myles,Santana,Merced,KS,elementum.lorem.ut@luctusvulputate.com,(781) 507-0445,,True,,,True,,False,,,True
27053,EOS66MUC,Urielle,Freeman,Norton,AL,nonummy.ipsum.non@quam.com,(883) 176-1586,,False,,False,,False,True,True,True,True
27054,SNI72ZYV,Ryder,Love,Aliquippa,KY,sem@Curabitur.edu,(746) 812-5794,,False,False,,True,,,True,True,
27055,PWI49OAS,Ivory,Jefferson,Bell,NY,id.ante@quam.com,(179) 196-7427,False,False,True,True,,,True,,,True
27056,POV64NKY,Rooney,Burch,Schenectady,MI,Nulla@eu.ca,(701) 360-6852,True,,,True,True,False,,,False,
27057,AIT20VYV,Fulton,Coffey,Lima,AL,nisi@mitempor.com,(153) 597-5338,True,True,,,True,,False,,False,False
27058,NAK09COH,Iola,Hansen,Sugar Land,ID,velit.Quisque.varius@nequeNullamnisl.com,(617) 870-8373,True,False,True,,,True,,False,,
27059,DQQ93SWS,Jocelyn,Cooke,Moorhead,NL,mi.tempor@adipiscing.com,(480) 491-1057,True,,True,True,,True,True,,True,
27060,ACF30IOC,Shelly,Frazier,Montpelier,FL,erat.semper@leo.ca,(447) 306-5251,,True,True,,False,,,,False,False
27061,THC93TNP,Eagan,Miller,Chino Hills,OR,molestie.Sed.id@aliquamadipiscing.com,(307) 633-6199,,,True,,,False,,,True,
27062,XGX56FGT,Brennan,Decker,Plantation,WV,ante.blandit.viverra@nequeet.ca,(737) 163-1818,,,,,True,False,,,,False
27063,MAZ57HRO,Jakeem,Kennedy,Missoula,ID,Quisque@arcuSedeu.edu,(418) 615-9997,False,False,False,,True,False,False,,True,
27064,IKN95BYL,Wing,Nieves,Barre,VT,nulla@euismod.edu,(968) 430-6066,,True,False,True,True,True,,False,,False
27065,KPX79YJZ,Lila,Yang,Gaithersburg,YT,Nam.nulla.magna@egestasSed.org,(272) 976-4069,,True,,True,False,True,,False,,False
27066,MOH43YYJ,Mariam,Vega,Jeannette,NL,purus.in.molestie@molestiearcu.edu,(265) 189-9832,True,,,False,False,,False,,False,
27067,FUL26LEK,Petra,Houston,Bakersfield,BC,lectus.convallis.est@nullaIntegerurna.org,(667) 921-3703,True,False,False,True,True,,True,False,,True
27068,JML36PQM,Melyssa,Allison,Hannibal,ON,mus@nibh.com,(146) 712-7625,,False,,,,False,,False,True,
27069,XSR69XLO,Claudia,Walton,Arcadia,TN,dolor.quam@Donecest.ca,(747) 272-7195,,,,True,True,,,True,,
27070,XTB15GVR,Dean,Hart,Beckley,NB,neque.tellus.imperdiet@arcu.org,(830) 433-0071,,,,,,,False,True,,
27071,RTV01FCE,Urielle,Forbes,Midwest City,MD,elit.pede.malesuada@quamvel.org,(880) 363-8467,,False,True,,False,False,,,True,True
27072,JJS50CLM,Octavius,Church,Florence,NH,eget.metus@ornaretortor.org,(436) 769-8984,,False,,,,,,True,False,
27073,KUZ14XAJ,Quinlan,Huff,Simi Valley,IL,dui.Cum@placeratorci.com,(964) 670-1372,,False,False,,,,,False,,
27074,NTB15DIW,Solomon,Love,Ponce,YT,nulla@ipsumnon.org,(987) 282-1337,,,,,True,,True,False,,
27075,ZZT18ZJE,Ferdinand,Bush,Missoula,MA,nisi@nequeSed.org,(910) 205-7097,,,True,False,,,,,True,False
27076,SSO87EOU,Beverly,Grimes,West Jordan,AB,magna.a.neque@ligula.com,(228) 846-2840,,,True,False,True,True,True,False,True,False
